,value
n_trades,248.0
no_trade_days,0.0
expectancy_R,0.1360043772108123
total_R,33.72908554828145
win_rate,0.3467741935483871
avg_win_R,2.1842862463445645
avg_loss_R,-0.9513551335638956
pct_target,0.1935483870967742
pct_stop,0.6129032258064516
pct_time,0.1935483870967742
time_close_mean_R,0.8693559489225303
max_drawdown_R,16.82847141232478
max_dd_duration_trades,44.0
longest_losing_streak,15.0
avg_stop_dist_pct,0.005363047978566449
n_long,141.0
n_short,107.0
n_tie_stopfirst,1.0
