method,checkpoint,n_total_picks,hit_rate,base_rate,lift,n_total_top5,hit_rate_top5,lift_top5,lift_delta_vs_B0,lift_delta_vs_B1
B1_R_filterA,11:30,1674,0.8666922683051715,0.3942493356529719,0.4724429326521996,1211,0.8813172043010753,0.4870678686481034,0.06467613927291338,0.0
S1_sector_abs_rank,09:25,1799,0.7098774321556579,0.3942493356529719,0.31562809650268603,1216,0.7829301075268816,0.3886807718739098,-0.020364503328213046,-0.04470046082949314
S1_sector_abs_rank,09:45,1784,0.7434667818740399,0.3942493356529719,0.34921744622106804,1224,0.8033602150537635,0.40911087940079155,-0.015807411674347183,-0.056504416282642134
S1_sector_abs_rank,10:00,1782,0.7521953405017922,0.3942493356529719,0.3579460048488202,1221,0.8141801075268816,0.4199307718739098,-0.0163530465949821,-0.062226382488479226
S1_sector_abs_rank,10:15,1783,0.763759280593958,0.3942493356529719,0.36950994494098616,1218,0.8286290322580645,0.4343796966050926,-0.017692332309267755,-0.06698668714797745
S1_sector_abs_rank,10:30,1785,0.7649769585253456,0.3942493356529719,0.37072762287237376,1222,0.832258064516129,0.4380087288631571,-0.01929723502304148,-0.0766945084485407
S1_sector_abs_rank,10:45,1763,0.7721598182283667,0.3942493356529719,0.3779104825753947,1217,0.8292338709677419,0.43498453531477005,-0.018565988223246288,-0.07590885816692267
S1_sector_abs_rank,11:00,1758,0.7774961597542243,0.3942493356529719,0.3832468241012524,1221,0.8293682795698925,0.4351189439169206,-0.01887480798771124,-0.07740655401945729
S1_sector_abs_rank,11:15,1749,0.7820420506912443,0.3942493356529719,0.3877927150382724,1216,0.8291666666666666,0.4349173310136948,-0.017554723502304137,-0.0807171658986175
S1_sector_abs_rank,11:30,1735,0.7880760368663595,0.3942493356529719,0.39382670121338753,1211,0.8434139784946236,0.44916464284165175,-0.013940092165898699,-0.07861623143881208
S1_sector_filter,09:25,1168,0.6754848310291858,0.3942493356529719,0.28123549537621395,1039,0.677486559139785,0.2832372234868131,-0.054757104454685124,-0.07909306195596522
