date,swing_K,symbol,direction,gov_checkpoint,rank_at_cp,trigger_time,entry_price,level_price,atr_ratio,pos_vs_open,stop_price,stop_source,stop_dist_pct,qual_huge,qual_stop,filterA_ok,rolling_ok,R_unit,target_price,be_price,exit_time,exit_price,exit_reason,realized_R,tie_stopfirst
2025-06-30,5,360ONE,short,10:15,4,10:20,1191.35,1191.45,0.47161734651438947,below,1197.45,third_back,0.005120241742561075,True,True,True,True,6.100000000000136,1173.0499999999995,1179.1499999999996,10:55,1191.35,breakeven,-0.0,False
2025-07-02,5,GMRAIRPORT,long,10:15,1,10:20,88.5,88.46,1.52559004926432,above,87.87,third_back,0.007118644067796559,True,True,True,True,0.6299999999999955,90.38999999999999,89.75999999999999,12:55,87.87,stop,-1.0,False
2025-07-03,5,BLUESTARCO,long,10:30,3,10:40,1831.3,1827.3,0.9413809330141135,above,1816.0,third_back,0.008354720690220037,True,True,True,True,15.299999999999955,1877.1999999999998,1861.8999999999999,15:00,1837.9,time,0.431372549019618,False
2025-07-07,5,DABUR,long,11:00,2,11:10,515.2,515.0,0.5033284179933808,above,513.55,third_back,0.003202639751552971,True,True,True,True,1.650000000000091,520.1500000000003,518.5000000000002,13:05,513.55,stop,-1.0,False
2025-07-08,5,TITAN,short,10:45,1,10:45,3467.2,3471.7,0.8385380372741612,below,3479.9,third_back,0.0036628980156899727,True,True,True,True,12.700000000000273,3429.099999999999,3441.7999999999993,11:35,3479.9,stop,-1.0,False
2025-07-09,5,CUMMINSIND,long,11:15,4,11:15,3546.0,3542.5,1.701052956741954,above,3535.6,swing_body,0.0029328821206994053,True,True,True,True,10.400000000000091,3577.2000000000003,3566.8,11:25,3535.6,stop,-1.0,False
2025-07-10,5,GLENMARK,long,10:15,3,10:20,1863.8,1862.8,0.8508025189135136,above,1856.7,third_back,0.0038094216117608697,True,True,True,True,7.099999999999909,1885.0999999999997,1877.9999999999998,11:30,1885.0999999999997,target,3.0,False
2025-07-11,5,HINDUNILVR,long,10:30,2,10:40,2525.8,2525.0,0.7932628978827887,above,2515.0,third_back,0.00427587299073568,True,True,True,True,10.800000000000182,2558.2000000000007,2547.4000000000005,13:15,2515.0,stop,-1.0,False
2025-07-14,5,DMART,short,11:15,4,11:15,4010.1,4011.2,0.374514081446155,below,4030.0,third_back,0.004962469763846311,True,True,True,True,19.90000000000009,3950.3999999999996,3970.2999999999997,12:50,4030.0,stop,-1.0,False
2025-07-15,5,TATAELXSI,long,11:15,3,11:25,6374.5,6373.5,0.7223754088245784,above,6342.0,swing_body,0.005098439093262216,True,True,True,True,32.5,6472.0,6439.5,13:20,6342.0,stop,-1.0,False
2025-07-16,5,ICICIPRULI,short,10:30,4,10:40,653.85,654.1,1.0772506411808003,below,658.0,third_back,0.0063470214881088585,True,True,True,True,4.149999999999977,641.4000000000001,645.5500000000001,15:00,648.8,time,1.2168674698795412,False
2025-07-17,5,TECHM,short,11:15,3,11:25,1578.8,1579.2,0.7740797576770422,below,1584.6,third_back,0.003673676209779551,True,True,True,True,5.7999999999999545,1561.4,1567.2,14:05,1578.8,breakeven,-0.0,False
2025-07-18,5,WIPRO,short,10:30,3,10:40,259.5,259.75,0.9876970198488928,below,261.35,third_back,0.007129094412331494,True,True,True,True,1.8500000000000227,253.94999999999993,255.79999999999995,11:10,261.35,stop,-1.0,False
2025-07-21,5,NATIONALUM,long,10:15,3,10:15,194.21,194.0,0.8982787892582292,above,193.14,third_back,0.005509500025745438,True,True,True,True,1.0700000000000216,197.42000000000007,196.35000000000005,15:00,194.52,time,0.28971962616822056,False
2025-07-22,5,360ONE,short,11:45,1,11:45,1139.5,1140.3,1.5549945158647833,below,1146.4,third_back,0.006055287406757429,True,True,True,True,6.900000000000091,1118.7999999999997,1125.6999999999998,13:30,1146.4,stop,-1.0,False
2025-07-23,5,LODHA,short,11:15,1,11:25,1349.9,1351.8,0.8652055229158078,below,1359.5,third_back,0.007111637899103569,True,True,True,True,9.599999999999909,1321.1000000000004,1330.7000000000003,15:00,1339.1,time,1.1250000000000295,False
2025-07-24,5,TATACONSUM,short,10:00,1,10:10,1070.4,1071.2,0.27806584363561826,below,1074.4,third_back,0.0037369207772795215,True,True,True,True,4.0,1058.4,1062.4,10:20,1074.4,stop,-1.0,False
2025-07-28,5,KOTAKBANK,short,12:00,2,12:05,396.3,396.5,0.5248709441682758,below,398.6,swing_body,0.0058036840777189284,True,True,True,True,2.3000000000000114,389.4,391.7,15:00,394.4,time,0.8260869565217499,False
2025-07-29,5,TORNTPHARM,long,11:15,2,11:20,3748.8,3745.0,1.703411575747147,above,3731.7,third_back,0.0045614596670935665,True,True,True,True,17.100000000000364,3800.1000000000013,3783.000000000001,14:00,3748.8,breakeven,0.0,False
2025-07-30,5,LT,long,11:45,1,11:45,3646.3,3644.2,0.892877807127714,above,3636.6,swing_body,0.0026602309190138693,True,True,True,True,9.700000000000273,3675.400000000001,3665.7000000000007,14:05,3675.400000000001,target,3.0,False
2025-07-31,5,JIOFIN,long,11:00,3,11:00,329.8,329.7,0.9076982727579929,above,328.55,third_back,0.003790175864160097,True,True,True,True,1.25,333.55,332.3,11:35,328.55,stop,-1.0,False
2025-08-01,5,RADICO,long,10:15,2,10:20,2879.4,2866.1,1.7844489784634356,above,2858.9,third_back,0.007119538792804056,True,True,True,True,20.5,2940.9,2920.4,11:45,2879.4,breakeven,0.0,False
2025-08-04,5,DELHIVERY,long,10:30,3,10:30,452.5,451.15,0.7625036381653691,above,450.0,third_back,0.0055248618784530384,True,True,True,True,2.5,460.0,457.5,14:55,460.0,target,3.0,False
2025-08-05,5,GODFRYPHLP,long,11:00,3,11:05,3286.0,3279.0,0.8462019849933982,above,3273.0,swing_body,0.003956177723676202,True,True,True,True,13.0,3325.0,3312.0,15:00,3294.0,time,0.6153846153846154,False
2025-08-06,5,BRITANNIA,short,10:30,3,10:35,5504.0,5517.5,1.8494268741616462,below,5540.0,third_back,0.006540697674418605,True,True,True,True,36.0,5396.0,5432.0,12:05,5396.0,target,3.0,False
2025-08-13,5,APOLLOHOSP,long,10:15,3,10:15,7684.0,7682.0,0.5885642151041187,above,7670.0,third_back,0.0018219677251431546,True,True,True,True,14.0,7726.0,7712.0,10:35,7684.0,breakeven,0.0,False
2025-08-14,5,ADANIENSOL,short,10:45,3,10:50,784.6,784.7,0.5524655411828392,below,788.3,third_back,0.004715778740759536,True,True,True,True,3.699999999999932,773.5000000000002,777.2000000000002,15:00,778.0,time,1.7837837837838229,False
2025-08-18,5,MARUTI,long,10:30,3,10:30,13900.0,13890.0,0.589508719063317,above,13859.0,third_back,0.002949640287769784,True,True,True,True,41.0,14023.0,13982.0,11:15,14023.0,target,3.0,False
2025-08-19,5,HYUNDAI,long,11:15,3,11:25,2501.0,2499.5,1.022386553349434,above,2487.9,swing_body,0.005237904838064738,True,True,True,True,13.099999999999909,2540.2999999999997,2527.2,13:00,2540.2999999999997,target,3.0,False
2025-08-20,5,DABUR,long,10:30,1,10:30,530.05,528.55,1.5994685603070267,above,527.05,third_back,0.005659843410998963,True,True,True,True,3.0,539.05,536.05,10:45,527.05,stop,-1.0,False
2025-08-21,5,SWIGGY,long,11:15,2,11:20,436.1,436.0,1.0070693025030795,above,434.0,third_back,0.004815409309791384,True,True,True,True,2.1000000000000227,442.4000000000001,440.30000000000007,11:55,434.0,stop,-1.0,False
2025-08-22,5,WIPRO,short,10:15,2,10:15,241.75,241.85,0.8176229264144441,below,242.05,third_back,0.0012409513960703676,True,True,True,True,0.30000000000001137,240.84999999999997,241.14999999999998,10:20,242.05,stop,-1.0,False
2025-08-25,5,YESBANK,short,11:00,1,11:10,19.66,19.68,1.120277777320328,below,19.72,swing_body,0.003051881993896171,True,True,True,True,0.05999999999999872,19.480000000000004,19.540000000000003,15:00,19.56,time,1.6666666666667258,False
2025-08-26,5,IDEA,short,10:30,2,10:40,6.63,6.64,0.7464441129535755,below,6.66,third_back,0.004524886877828092,True,True,True,True,0.03000000000000025,6.539999999999999,6.569999999999999,10:45,6.66,stop,-1.0,False
2025-08-28,5,INDIGO,short,11:15,1,11:25,5789.0,5789.5,0.4779889771619955,below,5796.0,third_back,0.0012091898428053204,True,True,True,True,7.0,5768.0,5775.0,11:45,5768.0,target,3.0,False
2025-08-29,5,RBLBANK,long,10:15,1,10:20,262.1,261.5,1.2070868729424915,above,260.35,third_back,0.006676840900419687,True,True,True,True,1.75,267.35,265.6,11:40,267.35,target,3.0,False
2025-09-01,5,MOTHERSON,short,11:15,4,11:25,93.8,93.82,0.5809877578726595,below,93.88,third_back,0.0008528784648187452,True,True,True,True,0.0799999999999983,93.56,93.64,12:00,93.8,breakeven,-0.0,False
2025-09-02,5,SAMMAANCAP,long,12:00,1,12:00,137.36,136.99,0.8264236669849349,above,136.56,third_back,0.005824111822947083,True,True,True,True,0.8000000000000114,139.76000000000005,138.96000000000004,12:35,139.76000000000005,target,3.0,False
2025-09-03,5,NATIONALUM,long,11:00,2,11:00,205.73,205.47,1.8975196942355328,above,204.41,third_back,0.00641617654206967,True,True,True,True,1.3199999999999932,209.68999999999997,208.36999999999998,15:00,206.83,time,0.8333333333333549,False
2025-09-04,5,AMBUJACEM,short,10:30,4,10:40,570.5,570.9,0.45310994701975643,below,571.65,third_back,0.0020157756354074975,True,True,True,True,1.1499999999999773,567.0500000000001,568.2,10:45,571.65,stop,-1.0,False
2025-09-05,5,DALBHARAT,long,10:45,1,10:45,2411.1,2410.9,0.2637137702306527,above,2405.1,third_back,0.0024884907303720297,True,True,True,True,6.0,2429.1,2423.1,11:50,2411.1,breakeven,0.0,False
