,value
n_trades,245.0
no_trade_days,3.0
expectancy_R,0.1457612159804194
total_R,35.711497915202756
win_rate,0.3469387755102041
avg_win_R,2.2293829259899205
avg_loss_R,-0.9611628174621281
pct_target,0.2
pct_stop,0.6204081632653061
pct_time,0.17959183673469387
time_close_mean_R,0.9252613162546081
max_drawdown_R,16.82210198557318
max_dd_duration_trades,43.0
longest_losing_streak,15.0
avg_stop_dist_pct,0.005310213000581348
n_long,143.0
n_short,102.0
n_tie_stopfirst,1.0
