,value
n_trades,248.0
no_trade_days,0.0
expectancy_R,0.18675327157991378
total_R,46.31481135181862
win_rate,0.3629032258064516
avg_win_R,2.172293338773625
avg_loss_R,-0.9442505641633394
pct_target,0.2056451612903226
pct_stop,0.5887096774193549
pct_time,0.2056451612903226
time_close_mean_R,0.7708786539572277
max_drawdown_R,13.310022989372285
max_dd_duration_trades,28.0
longest_losing_streak,7.0
avg_stop_dist_pct,0.005859884353750713
n_long,129.0
n_short,119.0
n_tie_stopfirst,0.0
